,state,account length,area code,phone number,international plan,voice mail plan,number vmail messages,total day minutes,total day calls,total day charge,total eve minutes,total eve calls,total eve charge,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls,churn,lat,long
6155,TX,130,408,385-6175,no,no,0,252.0,101,42.84,170.2,105,14.47,209.2,64,9.41,5.7,5,1.54,0,False,34.0436225354656,-84.60674349155971
6156,RI,155,408,334-2961,yes,no,0,163.1,94,27.73,291.7,108,24.79,96.4,111,4.34,11.2,3,3.02,0,False,34.025655890215724,-84.54831678079604
6157,MI,87,415,405-4303,no,no,0,198.3,80,33.71,187.0,89,15.9,133.5,96,6.01,16.6,4,4.48,2,False,34.02425891771504,-84.58073354075238
6158,OR,81,415,406-4100,no,no,0,324.7,48,55.2,236.4,82,20.09,187.6,78,8.44,13.1,5,3.54,0,True,33.874397299128304,-84.75794062562078
6159,VA,99,510,352-4401,no,no,0,128.3,78,21.81,215.3,120,18.3,143.7,140,6.47,14.3,9,3.86,2,False,34.05885631167218,-84.58494013753653
6160,SD,131,510,347-1473,no,no,0,187.9,110,31.94,200.5,101,17.04,202.6,125,9.12,10.2,11,2.75,2,False,34.05464617611592,-84.55473594635119
6161,AL,89,510,347-2016,no,no,0,129.2,71,21.96,214.1,68,18.2,214.9,100,9.67,10.3,4,2.78,5,True,33.85372262161562,-84.75958041560268
6162,MS,123,415,388-8948,yes,no,0,125.5,106,21.34,128.9,96,10.96,251.9,129,11.34,6.3,6,1.7,4,True,33.892891733691364,-84.71933637312338
6163,MS,130,510,402-5509,no,yes,26,257.2,108,43.72,224.3,122,19.07,204.0,118,9.18,12.6,4,3.4,1,False,34.060158934930904,-84.568159186671
6164,HI,99,415,367-2598,no,no,0,124.6,90,21.18,146.4,70,12.44,169.4,95,7.62,10.5,6,2.84,1,False,34.027326242732244,-84.59330672901687
6165,WV,36,408,370-5001,no,no,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,False,34.02669513049217,-84.62363973342713
6166,WV,87,415,332-3693,no,no,0,124.3,91,21.13,173.4,105,14.74,256.3,109,11.53,7.5,5,2.03,3,False,34.03649477377476,-84.54974450423562
6167,WV,139,415,403-9766,no,no,0,271.6,130,46.17,156.0,131,13.26,136.3,108,6.13,11.6,9,3.13,2,False,34.05960793338772,-84.59824683957805
6168,IN,189,510,363-2407,no,no,0,219.9,80,37.38,143.3,117,12.18,130.6,69,5.88,11.7,7,3.16,1,False,34.05404441036272,-84.57178725656256
6169,NM,96,415,395-9214,no,yes,33,183.3,115,31.16,201.4,87,17.12,177.4,84,7.98,10.4,15,2.81,3,False,33.861996074163436,-84.7328669639978
6170,DE,112,408,351-8894,no,no,0,101.1,119,17.19,214.4,67,18.22,179.5,112,8.08,10.3,5,2.78,2,False,34.04411105106707,-84.62012064474762
6171,NC,75,408,406-5003,no,no,0,203.3,70,34.56,228.9,97,19.46,222.2,118,10.0,14.3,3,3.86,1,False,34.022263806229,-84.54784378484234
6172,NM,178,415,398-1332,no,yes,35,175.4,88,29.82,190.0,65,16.15,138.7,94,6.24,10.5,3,2.84,2,False,34.03532826416126,-84.59431897828456
6173,SC,112,415,363-8033,no,no,0,266.0,97,45.22,214.6,94,18.24,306.2,100,13.78,14.2,2,3.83,2,True,33.87930509659207,-84.73568518162247
6174,NJ,108,415,333-1012,no,yes,41,171.6,110,29.17,136.1,78,11.57,183.4,103,8.25,10.8,7,2.92,0,False,34.02603164435636,-84.604915580905
6175,AZ,100,510,391-6260,no,no,0,78.7,98,13.38,225.6,102,19.18,150.4,106,6.77,14.0,8,3.78,0,False,34.040447268833795,-84.57904711253785
6176,RI,121,510,336-1353,no,yes,20,211.9,110,36.02,215.1,120,18.28,238.5,107,10.73,9.4,2,2.54,0,False,34.05568461817022,-84.58044845221264
6177,SD,116,415,365-5629,no,no,0,63.7,101,10.83,195.8,95,16.64,210.1,87,9.45,10.0,6,2.7,1,False,34.044239189727,-84.58560927846453
6178,NH,161,415,349-4397,no,no,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1,False,34.05066070499262,-84.57713337289442
6179,AL,19,415,380-3910,yes,no,0,237.7,98,40.41,207.1,121,17.6,182.2,95,8.2,4.5,4,1.22,0,False,34.041051523255305,-84.58986189887877
6180,WV,104,415,354-7820,no,no,0,225.9,123,38.4,162.8,106,13.84,272.1,85,12.24,10.1,4,2.73,1,False,34.056625834572976,-84.61812544496651
6181,ID,119,415,338-9952,yes,yes,32,173.0,101,29.41,209.4,93,17.8,231.1,91,10.4,12.2,4,3.29,0,False,34.033526111976975,-84.59204074530247
6182,MD,125,415,405-1821,no,no,0,224.9,102,38.23,143.8,87,12.22,198.9,105,8.95,8.0,2,2.16,0,False,34.05844904053029,-84.62891203370513
6183,IN,156,510,329-8669,no,no,0,237.7,122,40.41,181.5,91,15.43,185.7,151,8.36,7.7,4,2.08,1,False,34.04346434706332,-84.60030973120274
6184,WY,109,415,328-8808,no,no,0,137.0,128,23.29,217.0,116,18.45,182.1,86,8.19,10.0,5,2.7,2,False,34.06034811637876,-84.58563050367115
6185,NH,95,510,409-3018,no,no,0,142.5,109,24.23,176.1,107,14.97,189.6,88,8.53,8.2,3,2.21,2,False,34.05659771586388,-84.61625274175967
6186,MN,90,408,421-5994,no,no,0,142.4,126,24.21,126.2,118,10.73,274.2,71,12.34,4.6,4,1.24,1,False,34.027524530182745,-84.60116829202859
6187,MA,105,415,354-4448,no,yes,21,147.0,112,24.99,197.3,43,16.77,267.4,93,12.03,8.7,3,2.35,2,False,34.04123144548681,-84.54862926305053
6188,NH,101,510,352-5081,no,no,0,220.3,124,37.45,188.6,101,16.03,278.4,98,12.53,10.6,4,2.86,1,False,34.03484540826586,-84.59982234146466
6189,MN,95,415,401-7803,no,no,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,False,34.036257783353825,-84.58732875710673
6190,IA,123,415,420-6052,no,no,0,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,False,34.04392941541134,-84.58716758800426
6191,NY,160,408,352-6084,no,no,0,216.8,77,36.86,207.3,117,17.62,228.6,117,10.29,5.6,2,1.51,1,False,34.03373273921507,-84.57924597787186
6192,AL,141,510,388-8583,no,yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1,False,34.02953383478144,-84.59054872533274
6193,WV,87,415,415-3158,no,no,0,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,False,34.04926336123833,-84.57319580749895
6194,NM,81,415,402-9304,no,no,0,173.2,80,29.44,236.2,94,20.08,240.2,84,10.81,11.8,6,3.19,2,False,34.02967230644913,-84.59340158149982
6195,CA,75,415,341-1916,no,yes,19,210.3,90,35.75,241.8,87,20.55,215.7,102,9.71,13.1,3,3.54,4,False,34.02319353610822,-84.5720747120577
6196,MA,126,408,381-2745,no,yes,24,58.9,125,10.01,305.5,90,25.97,158.9,73,7.15,12.1,6,3.27,0,False,34.0529287539356,-84.57397490974311
6197,ME,28,415,402-5014,no,no,0,236.8,102,40.26,167.1,87,14.2,280.2,115,12.61,9.7,3,2.62,3,False,34.03630278219324,-84.61283170368228
6198,FL,153,415,399-8846,no,no,0,228.9,102,38.91,160.7,136,13.66,203.1,109,9.14,12.5,2,3.38,0,False,34.04671249463478,-84.6022381982047
6199,NH,97,408,328-9267,no,yes,32,90.0,87,15.3,276.3,113,23.49,185.2,107,8.33,8.6,6,2.32,2,True,33.86535881994371,-84.72279456036954
6200,IN,115,408,348-7224,no,no,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,False,34.070223066788294,-84.62819917713985
6201,WI,95,408,336-2190,no,no,0,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,False,33.898958566924115,-84.72778818658622
6202,MA,17,415,376-4705,yes,no,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,True,33.88222152321011,-84.7520718147482
6203,NH,105,415,381-4076,no,yes,20,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,False,34.05998362579854,-84.57798245007707
6204,TX,121,415,348-8464,no,no,0,86.1,100,14.64,259.8,113,22.08,148.0,79,6.66,9.1,9,2.46,2,False,34.05176152158681,-84.57981869728127
6205,NC,125,408,412-7020,no,no,0,212.3,89,36.09,215.4,127,18.31,186.8,73,8.41,11.3,2,3.05,2,False,34.06794054914824,-84.56176377859644
6206,CT,124,415,386-8432,no,no,0,151.0,98,25.67,120.6,119,10.25,152.8,81,6.88,9.2,2,2.48,2,False,34.06618701743516,-84.61192831085812
6207,NJ,35,408,337-1802,no,no,0,158.6,67,26.96,130.4,96,11.08,229.8,80,10.34,6.9,5,1.86,2,False,33.88724232058898,-84.74974538969624
6208,WY,134,510,366-1084,no,no,0,296.0,93,50.32,226.4,117,19.24,246.8,98,11.11,12.3,10,3.32,0,True,33.89738688677064,-84.7658489891327
6209,LA,123,510,352-4182,no,yes,32,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,False,34.03546945247594,-84.61006201211943
6210,NV,124,415,368-5628,no,no,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,False,34.025153679001214,-84.58113831766286
6211,WV,133,510,333-8996,no,no,0,176.8,92,30.06,187.5,97,15.94,196.8,88,8.86,6.5,3,1.76,2,False,34.05030362491178,-84.58224481771558
6212,AR,185,415,353-2557,no,yes,19,157.3,123,26.74,257.7,94,21.9,190.4,107,8.57,9.6,6,2.59,0,False,34.047300736264006,-84.59861509113567
6213,SC,1,415,356-8621,no,yes,26,146.6,68,24.92,172.8,67,14.69,173.8,113,7.82,10.0,2,2.7,1,False,34.05710161520947,-84.57058301385024
6214,KS,107,415,354-6942,no,no,0,260.5,108,44.29,102.4,110,8.7,129.7,148,5.84,9.8,5,2.65,1,False,34.04365304436665,-84.56915453980837
6215,NY,91,415,377-9829,no,yes,20,146.1,98,24.84,277.4,104,23.58,137.7,100,6.2,6.2,3,1.67,1,False,34.05975609840796,-84.56610695019597
6216,MI,178,408,348-4660,yes,no,0,124.5,134,21.17,141.2,78,12.0,268.2,113,12.07,11.4,2,3.08,2,True,33.88138989639585,-84.78102254616472
6217,MA,123,415,410-5199,no,no,0,209.4,49,35.6,237.4,117,20.18,239.2,98,10.76,9.8,11,2.65,1,False,34.052335096744635,-84.63113642335094
6218,UT,170,415,397-6542,no,no,0,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,True,33.88047442524487,-84.75946406387398
6219,HI,135,415,333-4492,no,no,0,190.9,44,32.45,161.4,109,13.72,231.9,100,10.44,8.4,2,2.27,1,False,34.05797076834154,-84.63135229314948
6220,PA,85,408,405-9573,no,no,0,144.4,88,24.55,264.6,105,22.49,185.4,94,8.34,9.9,3,2.67,1,False,34.07087515487602,-84.56665981970859
6221,OR,134,415,359-7255,no,yes,50,208.8,130,35.5,132.9,104,11.3,136.7,107,6.15,11.1,4,3.0,2,False,34.046043431722886,-84.6183831498668
6222,TN,148,415,419-5501,no,yes,36,77.6,141,13.19,207.0,60,17.6,255.7,115,11.51,10.9,2,2.94,1,False,34.02970608639323,-84.58589904186499
6223,CT,93,415,404-4809,no,no,0,271.1,101,46.09,237.4,133,20.18,145.4,103,6.54,8.4,6,2.27,1,True,33.89465379938429,-84.77143900385876
6224,AZ,138,415,344-6334,no,no,0,240.8,104,40.94,144.5,92,12.28,125.7,98,5.66,11.6,1,3.13,0,False,34.03374648530478,-84.60148835484416
6225,OR,159,510,400-1899,no,no,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,False,34.05248716106721,-84.5780373771218
6226,DE,103,415,346-5053,no,yes,34,138.8,80,23.6,142.0,108,12.07,183.8,77,8.27,11.8,7,3.19,1,False,34.03840945609775,-84.55900515877535
6227,MA,150,408,398-2148,no,yes,27,209.8,112,35.67,155.0,80,13.18,251.5,111,11.32,7.2,6,1.94,0,False,34.028528765779896,-84.6015765391155
6228,CT,37,408,347-7675,no,no,0,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,False,34.04103391190951,-84.55572254102786
6229,AR,33,415,411-8956,yes,no,0,164.0,99,27.88,153.1,102,13.01,123.8,104,5.57,6.4,4,1.73,0,False,34.021887687199744,-84.62296247291627
6230,SD,55,415,390-3761,no,no,0,245.5,130,41.74,192.7,54,16.38,141.7,83,6.38,9.1,4,2.46,1,False,34.051044657475565,-84.58506701709983
6231,CT,134,408,377-3876,no,yes,32,80.3,94,13.65,199.9,124,16.99,170.8,117,7.69,16.6,3,4.48,0,False,34.045719822731876,-84.59131330745267
6232,CT,107,408,345-2476,no,no,0,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,False,34.05544669735557,-84.57886565676272
6233,MA,80,408,337-7879,no,yes,36,190.3,115,32.35,256.6,78,21.81,214.9,145,9.67,3.8,4,1.03,1,False,34.05796191245416,-84.59792537709087
6234,MS,78,408,361-7283,no,no,0,108.6,108,18.46,209.9,126,17.84,222.6,117,10.02,7.9,5,2.13,1,True,34.036231561526876,-84.55891400750018
6235,MT,85,408,372-4868,no,yes,17,89.8,88,15.27,233.2,75,19.82,165.7,116,7.46,9.3,7,2.51,4,True,33.884296550130834,-84.71431681270249
6236,AK,61,415,346-8863,no,yes,15,252.4,106,42.91,187.8,69,15.96,259.6,137,11.68,10.0,3,2.7,2,False,34.03631714574505,-84.5863932720505
6237,DE,97,415,390-5267,no,yes,32,183.4,94,31.18,269.1,120,22.87,203.5,38,9.16,6.7,4,1.81,5,False,33.881949885029634,-84.6962809250969
6238,OH,136,408,392-1547,yes,no,0,183.4,103,31.18,141.9,113,12.06,200.4,122,9.02,10.4,9,2.81,2,False,34.05407728540385,-84.56789118726219
6239,MN,135,408,340-8177,no,no,0,155.2,100,26.38,135.9,84,11.55,184.6,82,8.31,3.8,9,1.03,3,False,34.01687957124215,-84.59664659303547
6240,CA,87,415,383-4802,no,yes,19,165.8,122,28.19,186.9,89,15.89,249.7,78,11.24,0.0,0,0.0,1,False,34.05236086747467,-84.59628490672596
6241,OH,165,510,378-8567,no,no,0,209.4,67,35.6,273.8,89,23.27,150.2,88,6.76,12.8,1,3.46,0,False,34.05365634803221,-84.61058295706135
6242,NV,148,415,406-7844,no,no,0,279.3,104,47.48,201.6,87,17.14,280.8,99,12.64,7.9,2,2.13,2,True,33.87100276406635,-84.73717209039866
6243,SC,99,415,402-9173,no,no,0,174.1,102,29.6,99.1,118,8.42,211.6,126,9.52,7.7,2,2.08,2,False,34.05012609123098,-84.58133115135112
6244,WV,123,415,352-3440,no,no,0,175.7,78,29.87,184.6,96,15.69,156.9,92,7.06,9.1,2,2.46,2,False,34.04721540125568,-84.57863485778024
6245,NM,127,415,363-1413,yes,no,0,256.5,87,43.61,222.1,101,18.88,156.7,122,7.05,13.0,3,3.51,1,False,34.032128049972194,-84.6053893724631
6246,WY,151,415,394-8861,no,no,0,170.2,89,28.93,187.5,83,15.94,119.5,100,5.38,4.3,3,1.16,0,False,34.064739567535305,-84.60796411977475
6247,CA,185,408,358-4036,no,no,0,139.6,92,23.73,250.2,115,21.27,158.1,79,7.11,10.8,4,2.92,1,False,33.870856991005404,-84.7031828241359
6248,KS,65,415,392-4680,no,yes,34,208.8,119,35.5,142.1,106,12.08,214.6,87,9.66,12.5,4,3.38,4,False,34.03423834746966,-84.59048112489668
6249,WY,58,510,354-2762,no,no,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,False,34.0636275605507,-84.60351950141762
6250,OK,104,415,371-5811,no,no,0,113.6,87,19.31,158.6,98,13.48,187.7,87,8.45,10.5,6,2.84,2,False,34.043519459519715,-84.55356926990994
6251,UT,44,415,387-2014,no,no,0,202.6,89,34.44,163.0,96,13.86,268.1,151,12.06,8.3,3,2.24,0,False,34.05068110535414,-84.5835960799842
6252,MA,58,408,411-6598,no,no,0,174.4,112,29.65,265.8,122,22.59,182.4,87,8.21,0.0,0,0.0,4,False,34.050913715287024,-84.55398224211065
6253,UT,108,415,355-9356,no,no,0,210.6,117,35.8,164.2,103,13.96,201.4,68,9.06,9.4,5,2.54,0,False,34.027061659970656,-84.59806020804233
6254,MN,132,510,406-4720,no,no,0,121.5,88,20.66,253.0,124,21.51,195.7,120,8.81,10.7,4,2.89,1,False,34.04318131473176,-84.61783752594256
6255,NE,80,415,356-7239,no,no,0,127.8,67,21.73,181.6,112,15.44,197.3,63,8.88,15.9,2,4.29,2,False,34.044025690462604,-84.59511775220747
6256,OH,162,415,328-8747,no,no,0,135.2,98,22.98,242.0,107,20.57,246.9,96,11.11,10.2,2,2.75,2,False,34.020082333161156,-84.5754693152518
6257,KY,110,510,388-9464,no,no,0,99.4,62,16.9,275.0,86,23.38,212.1,94,9.54,16.7,3,4.51,2,False,34.057486088351986,-84.59350096373814
6258,WA,96,415,406-2866,no,no,0,276.9,105,47.07,246.9,94,20.99,254.4,107,11.45,10.3,3,2.78,1,True,33.89747079131908,-84.74525484604499
6259,NY,168,408,333-5729,no,no,0,163.4,134,27.78,240.1,87,20.41,164.0,147,7.38,11.6,2,3.13,2,True,33.8730354841858,-84.72768177519951
6260,IN,72,510,391-1499,no,no,0,287.4,116,48.86,235.3,126,20.0,292.1,114,13.14,5.0,3,1.35,4,True,33.89700128869805,-84.75339009137856
6261,CO,125,408,386-8690,no,yes,23,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,False,34.026433568906434,-84.59528783429414
6262,DC,170,510,391-2231,no,no,0,184.1,106,31.3,204.9,70,17.42,224.3,133,10.09,9.8,3,2.65,2,False,34.04098280257106,-84.58876126914261
6263,AK,71,510,332-2275,no,no,0,185.0,84,31.45,232.5,129,19.76,191.1,82,8.6,14.9,4,4.02,3,False,34.035167443192734,-84.59871440442679
6264,SC,124,415,340-4028,no,no,0,160.9,109,27.35,144.2,152,12.26,120.4,97,5.42,12.9,12,3.48,1,False,34.07123483659799,-84.5770670185269
6265,KS,68,415,363-3486,no,no,0,207.6,68,35.29,251.6,123,21.39,191.6,100,8.62,10.9,6,2.94,2,False,34.02022881255055,-84.53734730493768
6266,UT,97,415,418-3181,no,no,0,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,False,34.02750096201195,-84.62861979659972
6267,IL,98,510,351-3316,yes,no,0,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,False,34.02922755602405,-84.58769257884066
6268,DC,24,408,369-3626,no,no,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,True,33.88944056210833,-84.78902133087888
6269,DC,136,510,353-2763,no,no,0,204.5,63,34.77,208.8,95,17.75,224.0,119,10.08,9.8,2,2.65,0,False,34.029678711146204,-84.58420358455243
6270,OK,44,408,358-7165,no,no,0,288.8,86,49.1,175.9,87,14.95,215.4,106,9.69,9.5,2,2.57,0,True,33.888290606938085,-84.72882574033645
6271,KY,96,415,353-3223,no,yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0,False,34.0243857545535,-84.57712417146422
6272,NE,31,415,338-9044,no,no,0,97.5,129,16.58,260.4,78,22.13,88.7,100,3.99,7.0,5,1.89,1,False,34.053540493891425,-84.59535225606714
6273,AL,72,415,341-7296,no,no,0,166.5,102,28.31,261.0,103,22.19,262.7,85,11.82,13.3,5,3.59,0,False,34.0235684519163,-84.57342964605913
6274,HI,24,415,398-4431,no,no,0,156.2,104,26.55,90.0,101,7.65,205.1,116,9.23,7.3,5,1.97,1,False,34.014926621727646,-84.6264229723713
6275,SC,112,415,408-5601,no,yes,31,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,False,34.019366513473265,-84.5545902959625
6276,GA,117,415,328-5188,yes,no,0,287.4,118,48.86,259.6,84,22.07,153.2,86,6.89,10.0,3,2.7,1,True,33.86708055878739,-84.76341180664963
6277,KS,137,415,329-4474,no,yes,19,175.3,96,29.8,241.3,146,20.51,211.4,109,9.51,7.8,2,2.11,0,False,34.03831526207441,-84.59315250785865
6278,PA,136,408,357-4573,no,no,0,102.1,75,17.36,219.5,97,18.66,73.7,92,3.32,9.8,5,2.65,0,False,34.035984968470096,-84.59809082863455
6279,UT,95,415,341-7112,no,no,0,157.9,103,26.84,259.6,90,22.07,230.0,117,10.35,14.0,2,3.78,0,False,34.04047376815692,-84.58720712275675
6280,OR,82,415,400-3147,no,yes,19,146.5,73,24.91,246.4,65,20.94,199.0,114,8.96,4.1,4,1.11,1,False,34.02262734981078,-84.60831370518522
6281,ND,145,415,378-1936,no,no,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1,True,33.86610602272352,-84.7404256732993
6282,KY,56,415,347-1640,yes,no,0,177.7,114,30.21,215.6,110,18.33,236.7,67,10.65,10.5,5,2.84,1,False,34.043908854798225,-84.57664520217304
6283,MN,155,408,374-9531,yes,no,0,250.8,146,42.64,152.5,105,12.96,148.1,104,6.66,10.0,5,2.7,2,False,34.02005994416914,-84.57251005271867
6284,OH,133,408,380-4374,no,no,0,117.8,100,20.03,199.2,105,16.93,244.1,119,10.98,11.8,4,3.19,0,True,33.896217715206866,-84.69473952526194
6285,TX,53,415,380-9409,no,no,0,119.7,113,20.35,189.7,84,16.12,256.2,108,11.53,12.9,7,3.48,2,False,34.07307387061156,-84.58356327156088
6286,WY,123,415,387-1116,no,no,0,242.2,87,41.17,226.1,101,19.22,268.6,121,12.09,8.2,3,2.21,5,True,34.070748787552056,-84.58146718968403
6287,GA,136,415,400-7509,no,no,0,163.4,83,27.78,249.3,119,21.19,249.7,90,11.24,9.8,4,2.65,7,False,34.05487079677888,-84.60216262430346
6288,TX,57,415,403-6225,no,no,0,161.0,113,27.37,208.0,134,17.68,208.1,81,9.36,8.4,4,2.27,3,False,34.03154129330257,-84.59493239456363
6289,WV,62,408,382-8274,no,no,0,128.7,111,21.88,169.5,104,14.41,193.6,97,8.71,10.3,5,2.78,1,False,34.039416719185894,-84.63349693350568
6290,NM,112,415,354-5764,no,no,0,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,False,34.03935323762326,-84.58824118001763
6291,MI,55,415,387-6912,no,yes,20,207.7,91,35.31,199.7,113,16.97,216.5,110,9.74,7.3,1,1.97,1,False,34.02881071972188,-84.61849832130738
6292,NC,95,408,384-3413,no,no,0,128.6,115,21.86,216.2,88,18.38,255.3,96,11.49,6.3,2,1.7,6,True,33.87571303985956,-84.7474397970051
6293,NY,125,415,367-3950,no,no,0,233.3,65,39.66,209.8,93,17.83,210.6,109,9.48,9.1,4,2.46,1,False,34.0712978341267,-84.62814140362953
6294,TX,1,415,396-4254,no,no,0,182.1,106,30.96,134.9,106,11.47,152.3,75,6.85,10.0,3,2.7,5,True,33.88587688384975,-84.75020043170524
6295,KY,98,415,333-3010,no,yes,36,168.0,81,28.56,163.2,125,13.87,172.7,120,7.77,8.0,2,2.16,6,True,34.02447019723764,-84.55175562751211
6296,SD,105,415,393-1891,no,no,0,251.6,88,42.77,175.1,103,14.88,184.4,112,8.3,5.4,5,1.46,1,False,34.05341332066929,-84.57221626507742
6297,ID,113,415,336-9053,no,yes,30,183.8,102,31.25,183.4,123,15.59,235.0,52,10.58,11.6,7,3.13,0,False,34.04189419765918,-84.5452568035474
6298,OR,99,408,353-3372,no,no,0,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,True,34.04346713235089,-84.55935027129081
6299,WI,103,415,386-8943,no,no,0,180.2,134,30.63,97.7,85,8.3,181.7,134,8.18,8.4,3,2.27,1,False,33.883390230183245,-84.74588033995893
6300,WV,177,408,376-9716,no,no,0,227.8,81,38.73,161.8,97,13.75,217.0,106,9.76,8.0,5,2.16,1,False,34.034086161446425,-84.58697222752421
6301,SC,149,415,370-8676,no,yes,20,147.8,132,25.13,276.8,94,23.53,149.9,110,6.75,10.2,6,2.75,0,False,34.05664335355591,-84.6009675865239
6302,CT,160,415,360-2329,no,no,0,234.9,136,39.93,270.8,134,23.02,219.3,101,9.87,13.9,2,3.75,1,True,33.87664568641509,-84.791661621628
6303,NV,116,408,360-1320,no,no,0,110.9,54,18.85,213.4,82,18.14,186.2,116,8.38,7.9,2,2.13,2,False,34.0293782108766,-84.55334667071422
6304,ND,90,415,329-8638,no,yes,22,124.5,94,21.17,231.7,90,19.69,222.2,108,10.0,6.4,12,1.73,1,False,34.04851229949648,-84.58995097981875
6305,MI,148,415,385-1118,yes,no,0,233.5,81,39.7,187.7,71,15.95,122.3,97,5.5,9.6,2,2.59,0,True,33.89013737465556,-84.7547104666657
6306,MT,147,415,408-8269,no,yes,35,197.3,134,33.54,141.1,99,11.99,212.1,90,9.54,10.1,4,2.73,2,True,33.85354387229417,-84.75793605554017
6307,NE,95,510,391-2334,no,no,0,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,False,34.0622891451656,-84.56747734366938
6308,UT,201,510,373-8900,no,no,0,212.7,72,36.16,225.2,90,19.14,195.1,99,8.78,7.0,6,1.89,1,False,34.048252579010445,-84.55872970378462
6309,WV,80,415,382-3512,no,no,0,151.5,89,25.76,131.7,78,11.19,235.3,131,10.59,11.8,4,3.19,0,False,34.06718540645716,-84.57153720934603
6310,AR,122,415,420-4089,yes,no,0,146.3,117,24.87,218.7,93,18.59,236.0,97,10.62,11.5,5,3.11,1,False,34.014897270822004,-84.6093440763368
6311,MT,132,408,406-8465,no,no,0,195.1,100,33.17,148.8,95,12.65,224.5,117,10.1,6.7,2,1.81,0,False,34.06383696336061,-84.58614416434693
6312,UT,83,510,386-6114,no,no,0,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,False,34.048515467729025,-84.57618587293805
6313,HI,99,408,413-9328,no,no,0,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,True,33.90316472840338,-84.75650627133305
6314,KS,84,415,335-7144,no,no,0,225.9,86,38.4,275.6,105,23.43,201.4,108,9.06,14.3,3,3.86,3,True,33.87421083551566,-84.70063587725257
6315,NY,46,415,414-5177,no,no,0,122.2,67,20.77,167.2,62,14.21,194.8,98,8.77,9.7,6,2.62,1,False,34.058524251621265,-84.58404508695592
6316,OH,87,510,350-5993,no,no,0,153.3,106,26.06,224.5,117,19.08,273.4,152,12.3,8.9,5,2.4,2,False,34.04015738081265,-84.62668934773865
6317,HI,150,415,370-1465,no,no,0,214.0,117,36.38,192.4,89,16.35,242.6,99,10.92,7.9,4,2.13,1,False,34.045563939894755,-84.59126831875896
6318,KS,73,408,385-2370,no,no,0,194.8,112,33.12,167.2,85,14.21,100.3,61,4.51,10.8,6,2.92,1,False,34.02564594786262,-84.54832921137992
6319,IN,7,415,358-9146,no,no,0,206.7,87,35.14,281.1,83,23.89,158.5,77,7.13,11.0,5,2.97,3,False,34.020387874121,-84.58156095871377
6320,OR,89,415,357-8515,no,yes,12,188.0,105,31.96,151.3,107,12.86,201.9,132,9.09,10.5,3,2.84,2,False,34.0356780423366,-84.55733760928658
6321,NY,131,408,406-8995,yes,no,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,True,33.88445744354093,-84.70446318763297
6322,VA,105,415,344-3145,no,no,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,False,33.889323549780684,-84.74727243030183
